                PID              AREA_1           PERIMETER ZONING 
 655829.00000000000          6038.85500           369.62684 R1L    
1000066.00000000000          6034.11625           459.50401 MUC    
 390351.00000000000          5998.61625           372.12047 R2S    
 442392.00000000000          5980.12250          1448.08979 U      
 613786.00000000000          5957.77750           437.31644 OS     
 387159.00000000000          5943.74500           326.51202 MUC    
 700195.00000000000          5942.32750           459.30759 M3     
 344598.00000000000          5928.04250           370.58123 OS     
 742536.00000000000          5845.17500           324.60678 R1L    
 889428.00000000000          5842.73750           318.85689 M1     
 676692.00000000000          5830.96750           312.33866 MUC    
 864249.00000000000          5816.78125           595.65526 OS     
 658567.00000000000          5816.05500           569.17993 U      
 604363.00000000000          2468.13250           210.62954 M1     
 387894.00000000000          5804.63000           444.85959 C2     
 367706.00000000000          5801.39750           399.13067 R4     
 621730.00000000000          5755.70125           305.13265 C2     
 406736.00000000000          5752.81375           407.78791 M1     
 655563.00000000000          5750.31125           353.47270 OS     
 372318.00000000000          5749.64250           309.71262 R3     
 145110.00000000000          5747.59000           397.56577 R2S    
 768267.00000000000          5746.34500           376.12547 MUC    
 134932.00000000000          5745.81625           380.58864 C2     
 373126.00000000000          5740.85000           354.72444 I      
 617399.00000000000          5739.99500           338.38635 OS     
 278150.00000000000          5738.84000           334.28637 C2     
 406736.00000000000          5737.79750           313.95642 M1     
 585794.00000000000          5725.90875           336.01228 R4     
 565945.00000000000          5707.80250           313.61143 M2     
 387761.00000000000          5707.56000           425.30143 C3     
 388694.00000000000          5705.86000           301.78226 R2S    
 278879.00000000000          5698.00250           360.49179 M1     
 145813.00000000000          5696.18750           402.10079 R1L    
 708107.00000000000          5691.59875           296.98962 R1L    
 278119.00000000000          5684.83250           336.54023 MUC    
 406736.00000000000          5659.65625           295.58290 M1     
 370981.00000000000          5657.16625           305.50185 MUC    
 912139.00000000000          5654.59625           317.45435 R2S    
 563932.00000000000          5644.20875           307.38360 R3     
 275446.00000000000          5618.35250           364.17691 MUC    
 191783.00000000000          5609.75125           328.81339 R3     
 387563.00000000000          5592.04625           480.77019 C2     
 864249.00000000000          5579.49500           366.75299 OS     
 192377.00000000000          5574.47375           351.06094 R1L    
 690966.00000000000          5573.96625           667.13188 OS     
 279315.00000000000          5548.33750           366.68065 OS     
 898817.00000000000          5541.25375           374.30915 I      
 864249.00000000000          5532.96625           530.65932 OS     
 849539.00000000000          5529.35000           583.21309 M2     
 278341.00000000000          5481.88500           326.02948 R3     
 676213.00000000000          5475.97250           309.38014 OS     
 753251.00000000000          5460.32750           356.72011 R1L    
 469726.00000000000          5444.28250           383.32266 M2     
 192294.00000000000          5419.93625           338.93532 R1L    
 588772.00000000000          5405.44625           328.84602 R3     
 830711.00000000000          5405.43875           301.77494 R1L    
 773481.00000000000          5403.84125           308.18732 R1L    
 589200.00000000000          5398.22625           332.36310 R3     
 597211.00000000000          5397.75000           436.31469 R1L    
 676692.00000000000          5394.57375           366.12288 MUC    
 776484.00000000000          5372.35500           306.40151 R1L    
 371088.00000000000          5359.72875           329.19639 MUC    
 469726.00000000000          5355.47000           303.46333 M2     
 145318.00000000000          5351.20625           300.86634 R1L    
 822569.00000000000          5335.95500           306.78799 R1L    
 469726.00000000000          5312.05000           306.27236 M2     
 703603.00000000000          5302.59500           348.15783 C2     
 520874.00000000000          5284.39250           336.09318 R3     
 800631.00000000000          5273.65250           297.84104 R1L    
 406736.00000000000          5258.03000           412.87956 M1     
 793927.00000000000          5250.76000           454.26620 OS     
 404632.00000000000          5244.05875           291.91555 R1L    
 134114.00000000000          5242.26125           296.17019 A      
 387258.00000000000          5232.56625           291.40621 M1     
 703637.00000000000          5226.23500           487.16342 OS     
 397216.00000000000          5216.79375           307.31893 R3     
 362731.00000000000          5216.22250           309.42193 R4     
 192872.00000000000          5212.46750           313.75595 R2S    
 366369.00000000000          5212.29375           328.62564 R2     
 387704.00000000000          5185.68500           292.00948 C3     
 279000.00000000000          5184.60125           322.02816 M1     
 365908.00000000000          5177.47625           328.48901 R1L    
 396705.00000000000          5171.11625           328.91362 R1L    
 567107.00000000000          5115.77750           301.25795 M2     
 341065.00000000000          5110.80375           325.62523 DMU    
 145276.00000000000          5083.92875           308.64020 R1L    
 365593.00000000000          5068.43375           279.43093 CDA    
 596205.00000000000          5066.26000           298.36789 R3     
1009471.00000000000          5058.00250           284.47661 MUC    
 544213.00000000000          5054.93875           343.69766 OS     
